2510.99715996564 -2739.0 [32.0, 42.0, 11.0, 19.0, 24.0, 9.0, 30.0, 35.0, 7.0, 38.0, 4.0, 22.0, 34.0, 25.0, 17.0, 13.0, 29.0, 36.0, 5.0, 8.0, 41.0, 6.0, 31.0, 18.0, 14.0, 21.0, 23.0, 28.0, 27.0, 39.0, 3.0, 26.0, 1.0, 15.0, 33.0, 10.0, 37.0, 20.0, 16.0, 12.0, 2.0, 40.0]
2864.4903402085183 -3106.0 [4.0, 9.0, 21.0, 20.0, 11.0, 15.0, 7.0, 29.0, 38.0, 25.0, 22.0, 39.0, 1.0, 14.0, 24.0, 3.0, 41.0, 12.0, 28.0, 30.0, 2.0, 13.0, 6.0, 40.0, 36.0, 10.0, 26.0, 23.0, 33.0, 37.0, 17.0, 35.0, 8.0, 34.0, 31.0, 5.0, 18.0, 27.0, 32.0, 16.0, 19.0, 42.0]
2364.064915238062 -2545.0 [42.0, 29.0, 26.0, 8.0, 21.0, 35.0, 38.0, 36.0, 5.0, 40.0, 28.0, 1.0, 2.0, 6.0, 25.0, 24.0, 33.0, 10.0, 12.0, 31.0, 23.0, 32.0, 37.0, 7.0, 3.0, 14.0, 19.0, 13.0, 17.0, 18.0, 34.0, 9.0, 30.0, 11.0, 39.0, 16.0, 20.0, 22.0, 15.0, 41.0, 4.0, 27.0]
2882.8275104566433 -3126.0 [6.0, 33.0, 8.0, 32.0, 23.0, 13.0, 34.0, 3.0, 31.0, 19.0, 12.0, 26.0, 16.0, 4.0, 41.0, 27.0, 9.0, 38.0, 15.0, 24.0, 35.0, 1.0, 10.0, 42.0, 25.0, 2.0, 39.0, 7.0, 28.0, 40.0, 29.0, 36.0, 18.0, 37.0, 5.0, 14.0, 20.0, 11.0, 21.0, 30.0, 17.0, 22.0]
2676.3112756573023 -2910.0 [27.0, 32.0, 1.0, 25.0, 19.0, 4.0, 2.0, 14.0, 35.0, 8.0, 41.0, 31.0, 29.0, 11.0, 24.0, 34.0, 7.0, 9.0, 6.0, 5.0, 36.0, 21.0, 26.0, 28.0, 16.0, 15.0, 42.0, 17.0, 12.0, 18.0, 3.0, 40.0, 38.0, 37.0, 33.0, 13.0, 30.0, 23.0, 22.0, 10.0, 20.0, 39.0]
2399.1406676320303 -2588.0 [3.0, 34.0, 26.0, 35.0, 5.0, 2.0, 4.0, 8.0, 40.0, 39.0, 14.0, 10.0, 36.0, 21.0, 30.0, 15.0, 33.0, 24.0, 29.0, 31.0, 22.0, 18.0, 19.0, 37.0, 32.0, 1.0, 6.0, 28.0, 25.0, 9.0, 41.0, 42.0, 12.0, 20.0, 7.0, 27.0, 23.0, 38.0, 11.0, 13.0, 17.0, 16.0]
2970.1596796529907 -3201.0 [23.0, 4.0, 9.0, 34.0, 26.0, 40.0, 28.0, 19.0, 2.0, 25.0, 18.0, 32.0, 15.0, 22.0, 30.0, 6.0, 8.0, 10.0, 14.0, 41.0, 12.0, 1.0, 5.0, 38.0, 35.0, 27.0, 33.0, 37.0, 42.0, 13.0, 31.0, 39.0, 29.0, 36.0, 16.0, 11.0, 20.0, 24.0, 3.0, 21.0, 7.0, 17.0]
3033.3335508728396 -3285.0 [18.0, 31.0, 15.0, 36.0, 6.0, 40.0, 17.0, 4.0, 14.0, 19.0, 42.0, 37.0, 21.0, 3.0, 26.0, 29.0, 28.0, 13.0, 27.0, 16.0, 35.0, 5.0, 7.0, 10.0, 34.0, 24.0, 2.0, 8.0, 1.0, 23.0, 32.0, 25.0, 11.0, 33.0, 12.0, 41.0, 30.0, 22.0, 39.0, 38.0, 9.0, 20.0]
2742.2889767817974 -2971.0 [2.0, 8.0, 1.0, 35.0, 6.0, 30.0, 12.0, 32.0, 39.0, 19.0, 4.0, 3.0, 17.0, 16.0, 14.0, 23.0, 34.0, 18.0, 28.0, 21.0, 37.0, 24.0, 13.0, 29.0, 36.0, 27.0, 10.0, 40.0, 11.0, 25.0, 38.0, 41.0, 26.0, 31.0, 15.0, 42.0, 7.0, 33.0, 22.0, 20.0, 9.0, 5.0]
2605.2928216450805 -2831.0 [38.0, 8.0, 12.0, 35.0, 34.0, 5.0, 7.0, 2.0, 11.0, 17.0, 27.0, 39.0, 42.0, 25.0, 19.0, 13.0, 36.0, 4.0, 32.0, 30.0, 29.0, 40.0, 16.0, 22.0, 33.0, 15.0, 26.0, 21.0, 41.0, 24.0, 9.0, 10.0, 31.0, 3.0, 20.0, 23.0, 28.0, 18.0, 14.0, 6.0, 37.0, 1.0]
2669.373474864128 -2895.0 [9.0, 22.0, 20.0, 42.0, 6.0, 39.0, 34.0, 7.0, 18.0, 32.0, 16.0, 13.0, 1.0, 30.0, 27.0, 35.0, 4.0, 29.0, 2.0, 40.0, 8.0, 23.0, 33.0, 15.0, 28.0, 36.0, 5.0, 24.0, 41.0, 10.0, 26.0, 12.0, 19.0, 25.0, 31.0, 38.0, 37.0, 3.0, 21.0, 17.0, 14.0, 11.0]
2535.191791218671 -2747.0 [24.0, 23.0, 20.0, 19.0, 3.0, 26.0, 10.0, 22.0, 27.0, 34.0, 16.0, 31.0, 37.0, 6.0, 11.0, 21.0, 5.0, 29.0, 33.0, 17.0, 28.0, 18.0, 13.0, 38.0, 8.0, 15.0, 39.0, 41.0, 40.0, 1.0, 7.0, 32.0, 36.0, 4.0, 25.0, 42.0, 2.0, 14.0, 9.0, 35.0, 30.0, 12.0]
2837.1570523592845 -3068.0 [3.0, 31.0, 6.0, 17.0, 41.0, 29.0, 13.0, 32.0, 11.0, 5.0, 7.0, 23.0, 35.0, 22.0, 34.0, 16.0, 10.0, 26.0, 30.0, 33.0, 15.0, 20.0, 24.0, 1.0, 39.0, 36.0, 28.0, 27.0, 37.0, 25.0, 40.0, 18.0, 21.0, 8.0, 12.0, 19.0, 9.0, 38.0, 4.0, 2.0, 42.0, 14.0]
3438.540955814267 -3650.0 [20.0, 27.0, 35.0, 15.0, 37.0, 22.0, 38.0, 30.0, 17.0, 24.0, 34.0, 1.0, 25.0, 29.0, 14.0, 36.0, 39.0, 18.0, 10.0, 11.0, 8.0, 41.0, 13.0, 26.0, 4.0, 33.0, 9.0, 19.0, 2.0, 23.0, 42.0, 6.0, 12.0, 7.0, 21.0, 3.0, 28.0, 5.0, 32.0, 40.0, 16.0, 31.0]
3044.172767571778 -3290.0 [8.0, 9.0, 38.0, 34.0, 19.0, 29.0, 33.0, 40.0, 1.0, 30.0, 18.0, 37.0, 13.0, 24.0, 21.0, 5.0, 42.0, 17.0, 26.0, 36.0, 25.0, 32.0, 12.0, 2.0, 15.0, 28.0, 3.0, 31.0, 27.0, 35.0, 7.0, 4.0, 16.0, 23.0, 39.0, 14.0, 41.0, 6.0, 20.0, 10.0, 11.0, 22.0]
2784.722314119311 -3001.0 [37.0, 22.0, 38.0, 9.0, 15.0, 33.0, 23.0, 41.0, 36.0, 28.0, 32.0, 16.0, 13.0, 30.0, 25.0, 29.0, 40.0, 12.0, 6.0, 5.0, 1.0, 27.0, 8.0, 20.0, 10.0, 7.0, 4.0, 42.0, 39.0, 34.0, 18.0, 14.0, 2.0, 19.0, 31.0, 26.0, 21.0, 17.0, 11.0, 24.0, 35.0, 3.0]
3269.2809870444917 -3502.0 [40.0, 25.0, 5.0, 26.0, 34.0, 30.0, 38.0, 1.0, 12.0, 33.0, 17.0, 10.0, 4.0, 23.0, 32.0, 19.0, 37.0, 7.0, 9.0, 42.0, 16.0, 6.0, 13.0, 21.0, 36.0, 28.0, 15.0, 24.0, 11.0, 3.0, 27.0, 41.0, 29.0, 22.0, 31.0, 18.0, 39.0, 8.0, 20.0, 2.0, 14.0, 35.0]
2790.919947463984 -3010.0 [30.0, 26.0, 25.0, 32.0, 8.0, 11.0, 41.0, 37.0, 39.0, 6.0, 21.0, 34.0, 31.0, 7.0, 10.0, 35.0, 3.0, 4.0, 36.0, 16.0, 27.0, 40.0, 29.0, 38.0, 14.0, 1.0, 20.0, 33.0, 15.0, 28.0, 13.0, 24.0, 22.0, 23.0, 19.0, 17.0, 5.0, 2.0, 12.0, 42.0, 9.0, 18.0]
2180.6352837000254 -2349.0 [30.0, 21.0, 37.0, 38.0, 39.0, 41.0, 31.0, 34.0, 32.0, 14.0, 29.0, 15.0, 16.0, 18.0, 5.0, 27.0, 20.0, 28.0, 10.0, 25.0, 26.0, 2.0, 6.0, 9.0, 33.0, 24.0, 35.0, 7.0, 40.0, 13.0, 22.0, 12.0, 11.0, 17.0, 19.0, 3.0, 4.0, 42.0, 1.0, 8.0, 36.0, 23.0]
2785.271950221523 -3008.0 [4.0, 15.0, 32.0, 22.0, 13.0, 12.0, 29.0, 40.0, 7.0, 3.0, 24.0, 26.0, 37.0, 21.0, 14.0, 42.0, 17.0, 20.0, 39.0, 31.0, 25.0, 27.0, 1.0, 41.0, 19.0, 11.0, 18.0, 10.0, 23.0, 6.0, 36.0, 2.0, 38.0, 16.0, 5.0, 33.0, 28.0, 9.0, 35.0, 34.0, 8.0, 30.0]
3084.0351737455344 -3316.0 [36.0, 41.0, 10.0, 23.0, 32.0, 18.0, 38.0, 17.0, 9.0, 20.0, 26.0, 33.0, 27.0, 25.0, 29.0, 11.0, 40.0, 35.0, 42.0, 37.0, 14.0, 30.0, 8.0, 6.0, 7.0, 19.0, 39.0, 12.0, 16.0, 4.0, 34.0, 22.0, 13.0, 31.0, 5.0, 28.0, 21.0, 1.0, 15.0, 24.0, 3.0, 2.0]
2701.901771989093 -2942.0 [29.0, 11.0, 23.0, 18.0, 26.0, 21.0, 42.0, 33.0, 34.0, 35.0, 3.0, 9.0, 1.0, 25.0, 15.0, 2.0, 19.0, 4.0, 36.0, 14.0, 7.0, 30.0, 38.0, 40.0, 10.0, 32.0, 13.0, 17.0, 12.0, 6.0, 24.0, 27.0, 31.0, 22.0, 37.0, 5.0, 8.0, 20.0, 16.0, 28.0, 39.0, 41.0]
2658.4489941465476 -2882.0 [4.0, 32.0, 11.0, 38.0, 3.0, 29.0, 5.0, 17.0, 15.0, 2.0, 7.0, 19.0, 23.0, 13.0, 24.0, 40.0, 39.0, 33.0, 35.0, 28.0, 22.0, 12.0, 18.0, 16.0, 34.0, 14.0, 21.0, 1.0, 31.0, 26.0, 42.0, 27.0, 20.0, 6.0, 36.0, 8.0, 10.0, 37.0, 41.0, 9.0, 25.0, 30.0]
3478.6862058590423 -3679.0 [37.0, 33.0, 16.0, 31.0, 32.0, 3.0, 8.0, 30.0, 15.0, 5.0, 9.0, 29.0, 10.0, 7.0, 34.0, 11.0, 18.0, 26.0, 35.0, 21.0, 38.0, 13.0, 4.0, 20.0, 27.0, 17.0, 39.0, 23.0, 6.0, 12.0, 1.0, 19.0, 42.0, 36.0, 25.0, 2.0, 28.0, 41.0, 22.0, 40.0, 14.0, 24.0]
2863.7917795714834 -3096.0 [37.0, 31.0, 2.0, 4.0, 8.0, 23.0, 3.0, 38.0, 13.0, 24.0, 6.0, 20.0, 10.0, 29.0, 40.0, 35.0, 36.0, 42.0, 27.0, 28.0, 41.0, 32.0, 18.0, 9.0, 39.0, 21.0, 33.0, 22.0, 16.0, 17.0, 7.0, 1.0, 15.0, 11.0, 26.0, 34.0, 5.0, 12.0, 19.0, 30.0, 14.0, 25.0]
2795.5448765083806 -3022.0 [18.0, 23.0, 38.0, 8.0, 5.0, 39.0, 40.0, 42.0, 3.0, 13.0, 33.0, 35.0, 15.0, 20.0, 6.0, 24.0, 19.0, 37.0, 7.0, 25.0, 26.0, 28.0, 16.0, 34.0, 22.0, 9.0, 2.0, 27.0, 17.0, 10.0, 11.0, 32.0, 29.0, 31.0, 12.0, 4.0, 30.0, 36.0, 14.0, 1.0, 21.0, 41.0]
2756.903368566641 -2978.0 [13.0, 32.0, 4.0, 39.0, 10.0, 16.0, 29.0, 30.0, 17.0, 1.0, 42.0, 35.0, 38.0, 8.0, 33.0, 7.0, 31.0, 25.0, 3.0, 15.0, 40.0, 26.0, 6.0, 36.0, 11.0, 34.0, 18.0, 19.0, 5.0, 22.0, 14.0, 21.0, 20.0, 27.0, 37.0, 28.0, 9.0, 2.0, 12.0, 41.0, 23.0, 24.0]
2351.3221060421793 -2530.0 [18.0, 26.0, 22.0, 36.0, 4.0, 40.0, 13.0, 41.0, 34.0, 37.0, 42.0, 11.0, 10.0, 16.0, 32.0, 30.0, 20.0, 27.0, 21.0, 9.0, 8.0, 39.0, 2.0, 1.0, 28.0, 29.0, 35.0, 5.0, 38.0, 25.0, 3.0, 12.0, 19.0, 24.0, 7.0, 6.0, 23.0, 14.0, 15.0, 33.0, 31.0, 17.0]
3020.0507087564124 -3264.0 [6.0, 28.0, 26.0, 14.0, 5.0, 32.0, 9.0, 24.0, 29.0, 17.0, 34.0, 19.0, 3.0, 35.0, 22.0, 21.0, 25.0, 23.0, 30.0, 18.0, 33.0, 37.0, 27.0, 31.0, 39.0, 13.0, 36.0, 40.0, 1.0, 10.0, 8.0, 20.0, 11.0, 15.0, 4.0, 41.0, 12.0, 38.0, 16.0, 2.0, 7.0, 42.0]
2770.0359091883247 -2996.0 [38.0, 21.0, 37.0, 39.0, 9.0, 41.0, 7.0, 8.0, 24.0, 2.0, 5.0, 35.0, 10.0, 25.0, 29.0, 34.0, 6.0, 1.0, 11.0, 42.0, 13.0, 26.0, 16.0, 30.0, 15.0, 12.0, 22.0, 19.0, 18.0, 36.0, 20.0, 23.0, 3.0, 17.0, 40.0, 33.0, 4.0, 14.0, 28.0, 32.0, 27.0, 31.0]
2753.7337563155916 -2972.0 [17.0, 4.0, 22.0, 19.0, 27.0, 28.0, 36.0, 29.0, 9.0, 15.0, 23.0, 40.0, 31.0, 14.0, 24.0, 32.0, 7.0, 25.0, 1.0, 41.0, 38.0, 39.0, 8.0, 20.0, 2.0, 6.0, 3.0, 5.0, 37.0, 10.0, 42.0, 26.0, 11.0, 21.0, 34.0, 18.0, 13.0, 30.0, 16.0, 33.0, 12.0, 35.0]
2579.901036899809 -2830.0 [32.0, 28.0, 6.0, 36.0, 4.0, 41.0, 5.0, 23.0, 27.0, 37.0, 33.0, 18.0, 31.0, 15.0, 14.0, 25.0, 20.0, 26.0, 1.0, 13.0, 24.0, 19.0, 39.0, 10.0, 21.0, 22.0, 11.0, 2.0, 30.0, 38.0, 3.0, 12.0, 17.0, 29.0, 16.0, 8.0, 35.0, 34.0, 7.0, 9.0, 42.0, 40.0]
3086.063633771723 -3319.0 [5.0, 15.0, 21.0, 32.0, 38.0, 39.0, 12.0, 27.0, 18.0, 20.0, 11.0, 36.0, 35.0, 23.0, 31.0, 10.0, 40.0, 26.0, 1.0, 28.0, 7.0, 14.0, 2.0, 4.0, 25.0, 13.0, 29.0, 9.0, 16.0, 42.0, 24.0, 34.0, 17.0, 37.0, 6.0, 33.0, 19.0, 41.0, 30.0, 22.0, 3.0, 8.0]
3081.2648231888957 -3312.0 [13.0, 2.0, 16.0, 6.0, 37.0, 26.0, 12.0, 41.0, 18.0, 27.0, 23.0, 38.0, 7.0, 34.0, 35.0, 28.0, 9.0, 24.0, 30.0, 14.0, 40.0, 21.0, 15.0, 39.0, 10.0, 1.0, 8.0, 33.0, 11.0, 19.0, 31.0, 20.0, 22.0, 25.0, 3.0, 17.0, 4.0, 29.0, 5.0, 42.0, 32.0, 36.0]
2848.2218534280023 -3091.0 [22.0, 31.0, 9.0, 20.0, 12.0, 24.0, 34.0, 27.0, 7.0, 19.0, 13.0, 42.0, 4.0, 39.0, 6.0, 8.0, 37.0, 33.0, 21.0, 1.0, 26.0, 36.0, 25.0, 10.0, 2.0, 11.0, 23.0, 16.0, 35.0, 3.0, 18.0, 17.0, 29.0, 5.0, 30.0, 38.0, 14.0, 32.0, 15.0, 40.0, 41.0, 28.0]
2792.4965639124744 -3021.0 [5.0, 42.0, 28.0, 31.0, 27.0, 39.0, 14.0, 11.0, 33.0, 21.0, 3.0, 34.0, 17.0, 30.0, 37.0, 1.0, 36.0, 38.0, 18.0, 29.0, 2.0, 12.0, 40.0, 15.0, 25.0, 24.0, 32.0, 9.0, 26.0, 19.0, 16.0, 22.0, 20.0, 41.0, 4.0, 8.0, 35.0, 7.0, 6.0, 13.0, 10.0, 23.0]
3237.247268503449 -3498.0 [39.0, 22.0, 41.0, 9.0, 7.0, 37.0, 13.0, 24.0, 19.0, 33.0, 3.0, 14.0, 26.0, 21.0, 27.0, 12.0, 1.0, 15.0, 30.0, 17.0, 32.0, 23.0, 25.0, 20.0, 2.0, 29.0, 6.0, 10.0, 35.0, 40.0, 34.0, 16.0, 5.0, 28.0, 18.0, 8.0, 42.0, 11.0, 36.0, 4.0, 38.0, 31.0]
2479.757878192831 -2725.0 [41.0, 40.0, 9.0, 1.0, 14.0, 32.0, 16.0, 19.0, 18.0, 31.0, 24.0, 22.0, 23.0, 10.0, 21.0, 26.0, 42.0, 4.0, 27.0, 6.0, 33.0, 29.0, 28.0, 3.0, 7.0, 2.0, 34.0, 11.0, 17.0, 15.0, 36.0, 5.0, 35.0, 39.0, 13.0, 38.0, 8.0, 30.0, 20.0, 12.0, 37.0, 25.0]
2564.2034182458897 -2796.0 [33.0, 32.0, 41.0, 4.0, 39.0, 12.0, 21.0, 1.0, 28.0, 40.0, 29.0, 13.0, 25.0, 17.0, 38.0, 15.0, 11.0, 6.0, 24.0, 10.0, 3.0, 2.0, 19.0, 34.0, 36.0, 26.0, 22.0, 16.0, 20.0, 18.0, 14.0, 27.0, 9.0, 37.0, 5.0, 7.0, 30.0, 23.0, 31.0, 8.0, 42.0, 35.0]
2823.2191407041846 -3053.0 [14.0, 7.0, 3.0, 10.0, 1.0, 21.0, 41.0, 37.0, 24.0, 19.0, 13.0, 18.0, 27.0, 34.0, 42.0, 30.0, 25.0, 5.0, 23.0, 20.0, 12.0, 2.0, 40.0, 36.0, 17.0, 39.0, 26.0, 11.0, 29.0, 32.0, 16.0, 8.0, 28.0, 38.0, 31.0, 15.0, 6.0, 9.0, 4.0, 33.0, 35.0, 22.0]
2643.514667796947 -2866.0 [27.0, 18.0, 3.0, 35.0, 41.0, 42.0, 24.0, 28.0, 22.0, 20.0, 11.0, 8.0, 34.0, 31.0, 4.0, 16.0, 37.0, 17.0, 13.0, 23.0, 30.0, 15.0, 1.0, 40.0, 5.0, 36.0, 32.0, 39.0, 33.0, 38.0, 12.0, 21.0, 26.0, 29.0, 14.0, 25.0, 7.0, 10.0, 9.0, 19.0, 2.0, 6.0]
2373.0478167192614 -2573.0 [4.0, 40.0, 31.0, 9.0, 28.0, 17.0, 14.0, 6.0, 27.0, 24.0, 5.0, 7.0, 25.0, 39.0, 1.0, 2.0, 12.0, 26.0, 15.0, 22.0, 33.0, 21.0, 20.0, 8.0, 10.0, 19.0, 23.0, 35.0, 37.0, 30.0, 38.0, 32.0, 29.0, 41.0, 3.0, 42.0, 34.0, 11.0, 18.0, 36.0, 13.0, 16.0]
2760.3987992281227 -2992.0 [18.0, 3.0, 36.0, 16.0, 10.0, 42.0, 28.0, 23.0, 13.0, 35.0, 25.0, 17.0, 26.0, 41.0, 5.0, 38.0, 30.0, 31.0, 2.0, 40.0, 34.0, 14.0, 20.0, 22.0, 6.0, 27.0, 21.0, 1.0, 4.0, 7.0, 8.0, 29.0, 19.0, 9.0, 33.0, 37.0, 11.0, 15.0, 39.0, 24.0, 32.0, 12.0]
2801.5484017298318 -3037.0 [29.0, 6.0, 2.0, 42.0, 15.0, 10.0, 30.0, 16.0, 26.0, 40.0, 34.0, 4.0, 37.0, 12.0, 3.0, 19.0, 13.0, 27.0, 28.0, 5.0, 18.0, 38.0, 31.0, 35.0, 17.0, 8.0, 36.0, 7.0, 25.0, 33.0, 24.0, 21.0, 9.0, 1.0, 39.0, 11.0, 41.0, 32.0, 22.0, 20.0, 14.0, 23.0]
2408.75227292537 -2608.0 [37.0, 21.0, 18.0, 14.0, 26.0, 3.0, 13.0, 15.0, 5.0, 33.0, 34.0, 19.0, 16.0, 35.0, 36.0, 39.0, 41.0, 23.0, 24.0, 8.0, 28.0, 22.0, 12.0, 29.0, 40.0, 31.0, 32.0, 20.0, 17.0, 10.0, 38.0, 4.0, 9.0, 42.0, 27.0, 2.0, 7.0, 6.0, 11.0, 25.0, 1.0, 30.0]
2912.9001119226964 -3158.0 [10.0, 7.0, 17.0, 11.0, 8.0, 6.0, 33.0, 1.0, 28.0, 30.0, 23.0, 36.0, 41.0, 16.0, 32.0, 42.0, 25.0, 38.0, 31.0, 37.0, 39.0, 14.0, 29.0, 24.0, 5.0, 19.0, 40.0, 27.0, 2.0, 9.0, 3.0, 4.0, 34.0, 26.0, 15.0, 35.0, 13.0, 22.0, 20.0, 12.0, 18.0, 21.0]
2544.003391245366 -2756.0 [2.0, 35.0, 11.0, 36.0, 6.0, 5.0, 12.0, 13.0, 29.0, 14.0, 31.0, 3.0, 22.0, 20.0, 4.0, 9.0, 19.0, 23.0, 16.0, 28.0, 7.0, 42.0, 37.0, 8.0, 38.0, 40.0, 41.0, 15.0, 39.0, 1.0, 25.0, 18.0, 17.0, 32.0, 24.0, 30.0, 34.0, 33.0, 26.0, 27.0, 21.0, 10.0]
3156.3054326839983 -3401.0 [32.0, 40.0, 26.0, 31.0, 30.0, 14.0, 41.0, 38.0, 15.0, 24.0, 39.0, 36.0, 4.0, 22.0, 25.0, 10.0, 20.0, 5.0, 37.0, 8.0, 3.0, 33.0, 9.0, 13.0, 2.0, 28.0, 16.0, 1.0, 21.0, 27.0, 18.0, 11.0, 35.0, 19.0, 12.0, 34.0, 17.0, 6.0, 42.0, 29.0, 7.0, 23.0]
2879.849593177154 -3122.0 [38.0, 13.0, 41.0, 34.0, 24.0, 33.0, 17.0, 18.0, 31.0, 12.0, 22.0, 21.0, 2.0, 36.0, 29.0, 39.0, 5.0, 32.0, 23.0, 11.0, 15.0, 10.0, 19.0, 9.0, 42.0, 26.0, 28.0, 16.0, 40.0, 7.0, 27.0, 30.0, 1.0, 4.0, 8.0, 20.0, 35.0, 3.0, 14.0, 37.0, 6.0, 25.0]
2984.087626634816 -3255.0 [22.0, 7.0, 11.0, 30.0, 25.0, 36.0, 34.0, 19.0, 10.0, 27.0, 12.0, 29.0, 15.0, 41.0, 14.0, 42.0, 9.0, 26.0, 35.0, 6.0, 40.0, 33.0, 39.0, 13.0, 23.0, 17.0, 3.0, 2.0, 16.0, 28.0, 18.0, 31.0, 24.0, 38.0, 5.0, 1.0, 8.0, 20.0, 4.0, 32.0, 21.0, 37.0]
2887.1693061446044 -3137.0 [17.0, 38.0, 37.0, 16.0, 7.0, 29.0, 19.0, 24.0, 21.0, 25.0, 5.0, 9.0, 26.0, 8.0, 40.0, 18.0, 12.0, 20.0, 23.0, 33.0, 4.0, 39.0, 36.0, 15.0, 34.0, 1.0, 22.0, 42.0, 28.0, 27.0, 14.0, 11.0, 2.0, 35.0, 6.0, 32.0, 31.0, 13.0, 30.0, 10.0, 41.0, 3.0]
2973.5330064921686 -3237.0 [10.0, 41.0, 5.0, 1.0, 40.0, 29.0, 8.0, 37.0, 31.0, 6.0, 33.0, 39.0, 11.0, 27.0, 21.0, 24.0, 18.0, 35.0, 19.0, 4.0, 25.0, 20.0, 14.0, 30.0, 28.0, 23.0, 42.0, 15.0, 32.0, 36.0, 9.0, 13.0, 34.0, 3.0, 38.0, 22.0, 16.0, 2.0, 12.0, 7.0, 17.0, 26.0]
