26635.88267731788 -4791.0 [19.0, 20.0, 28.0, 9.0, 7.0, 22.0, 29.0, 4.0, 14.0, 3.0, 17.0, 6.0, 24.0, 25.0, 23.0, 26.0, 16.0, 11.0, 27.0, 12.0, 13.0, 15.0, 10.0, 8.0, 18.0, 5.0, 21.0, 1.0, 2.0]
27308.087241948557 -4895.0 [21.0, 5.0, 12.0, 9.0, 23.0, 22.0, 29.0, 7.0, 18.0, 2.0, 25.0, 8.0, 28.0, 13.0, 14.0, 1.0, 19.0, 10.0, 27.0, 17.0, 20.0, 6.0, 4.0, 24.0, 15.0, 3.0, 11.0, 16.0, 26.0]
25391.206283312058 -4555.0 [23.0, 15.0, 2.0, 14.0, 29.0, 28.0, 24.0, 20.0, 19.0, 7.0, 22.0, 1.0, 10.0, 9.0, 21.0, 17.0, 4.0, 26.0, 18.0, 5.0, 11.0, 25.0, 16.0, 3.0, 6.0, 8.0, 27.0, 12.0, 13.0]
30205.525649538915 -5414.0 [10.0, 7.0, 2.0, 4.0, 16.0, 13.0, 3.0, 27.0, 11.0, 12.0, 22.0, 6.0, 29.0, 17.0, 8.0, 18.0, 26.0, 28.0, 15.0, 1.0, 19.0, 21.0, 20.0, 14.0, 5.0, 23.0, 25.0, 24.0, 9.0]
23603.62681249009 -4230.0 [22.0, 10.0, 23.0, 16.0, 26.0, 12.0, 11.0, 18.0, 17.0, 13.0, 24.0, 9.0, 19.0, 15.0, 6.0, 2.0, 4.0, 3.0, 1.0, 7.0, 27.0, 25.0, 8.0, 21.0, 5.0, 29.0, 28.0, 14.0, 20.0]
24373.390013302782 -4380.0 [3.0, 23.0, 11.0, 4.0, 29.0, 26.0, 7.0, 19.0, 12.0, 18.0, 9.0, 2.0, 10.0, 24.0, 8.0, 1.0, 21.0, 17.0, 27.0, 13.0, 22.0, 15.0, 14.0, 5.0, 6.0, 16.0, 25.0, 28.0, 20.0]
25633.906502798352 -4597.0 [1.0, 20.0, 22.0, 26.0, 4.0, 17.0, 5.0, 9.0, 6.0, 3.0, 25.0, 8.0, 18.0, 11.0, 24.0, 21.0, 28.0, 10.0, 29.0, 23.0, 14.0, 13.0, 19.0, 16.0, 2.0, 15.0, 27.0, 7.0, 12.0]
28739.470608384552 -5141.0 [11.0, 9.0, 4.0, 19.0, 1.0, 22.0, 25.0, 3.0, 27.0, 29.0, 28.0, 24.0, 10.0, 23.0, 26.0, 15.0, 18.0, 21.0, 5.0, 8.0, 17.0, 6.0, 13.0, 16.0, 7.0, 2.0, 20.0, 12.0, 14.0]
26444.906182137143 -4759.0 [23.0, 20.0, 16.0, 19.0, 8.0, 1.0, 11.0, 15.0, 3.0, 17.0, 29.0, 6.0, 21.0, 4.0, 9.0, 27.0, 10.0, 22.0, 7.0, 5.0, 14.0, 28.0, 25.0, 2.0, 13.0, 18.0, 24.0, 12.0, 26.0]
25064.434184429098 -4498.0 [13.0, 17.0, 19.0, 4.0, 7.0, 9.0, 6.0, 14.0, 24.0, 28.0, 21.0, 16.0, 29.0, 5.0, 20.0, 3.0, 12.0, 18.0, 26.0, 8.0, 1.0, 11.0, 23.0, 25.0, 2.0, 10.0, 15.0, 22.0, 27.0]
25753.232402126032 -4624.0 [11.0, 3.0, 16.0, 21.0, 12.0, 24.0, 9.0, 19.0, 27.0, 7.0, 22.0, 4.0, 6.0, 2.0, 10.0, 23.0, 8.0, 28.0, 18.0, 14.0, 13.0, 5.0, 15.0, 1.0, 20.0, 29.0, 17.0, 26.0, 25.0]
26162.523123744308 -4697.0 [28.0, 25.0, 1.0, 6.0, 4.0, 9.0, 21.0, 29.0, 22.0, 16.0, 20.0, 13.0, 18.0, 5.0, 23.0, 17.0, 27.0, 15.0, 14.0, 3.0, 2.0, 7.0, 8.0, 24.0, 10.0, 26.0, 12.0, 11.0, 19.0]
21234.300044088224 -3807.0 [12.0, 6.0, 20.0, 18.0, 1.0, 5.0, 10.0, 11.0, 16.0, 17.0, 15.0, 27.0, 14.0, 13.0, 4.0, 19.0, 22.0, 2.0, 21.0, 25.0, 23.0, 8.0, 3.0, 26.0, 29.0, 7.0, 24.0, 28.0, 9.0]
25640.54942101787 -4602.0 [10.0, 24.0, 8.0, 14.0, 29.0, 13.0, 19.0, 3.0, 27.0, 16.0, 12.0, 26.0, 15.0, 18.0, 21.0, 28.0, 11.0, 20.0, 7.0, 4.0, 2.0, 23.0, 25.0, 6.0, 9.0, 1.0, 17.0, 22.0, 5.0]
23533.41202082057 -4219.0 [24.0, 23.0, 25.0, 28.0, 9.0, 8.0, 16.0, 27.0, 5.0, 18.0, 2.0, 3.0, 7.0, 15.0, 6.0, 21.0, 20.0, 13.0, 12.0, 4.0, 10.0, 19.0, 22.0, 11.0, 14.0, 26.0, 17.0, 29.0, 1.0]
23393.926175579465 -4195.0 [9.0, 16.0, 26.0, 4.0, 19.0, 15.0, 25.0, 5.0, 17.0, 22.0, 13.0, 14.0, 20.0, 10.0, 1.0, 7.0, 18.0, 28.0, 11.0, 27.0, 23.0, 29.0, 2.0, 12.0, 8.0, 24.0, 6.0, 21.0, 3.0]
27561.484800092527 -4952.0 [19.0, 21.0, 6.0, 8.0, 25.0, 12.0, 20.0, 14.0, 26.0, 1.0, 15.0, 22.0, 29.0, 23.0, 10.0, 13.0, 18.0, 27.0, 28.0, 17.0, 9.0, 5.0, 16.0, 11.0, 2.0, 3.0, 7.0, 24.0, 4.0]
23826.360180964475 -4282.0 [8.0, 16.0, 19.0, 7.0, 9.0, 25.0, 6.0, 21.0, 24.0, 23.0, 2.0, 22.0, 4.0, 17.0, 28.0, 12.0, 20.0, 26.0, 3.0, 14.0, 15.0, 5.0, 1.0, 10.0, 13.0, 11.0, 18.0, 27.0, 29.0]
24348.97737523075 -4376.0 [25.0, 23.0, 12.0, 24.0, 14.0, 18.0, 5.0, 11.0, 3.0, 9.0, 1.0, 10.0, 28.0, 26.0, 15.0, 20.0, 27.0, 8.0, 2.0, 22.0, 13.0, 4.0, 29.0, 21.0, 6.0, 17.0, 16.0, 7.0, 19.0]
28866.744683093977 -5174.0 [18.0, 5.0, 25.0, 8.0, 10.0, 11.0, 26.0, 22.0, 7.0, 20.0, 12.0, 14.0, 23.0, 9.0, 16.0, 1.0, 4.0, 24.0, 3.0, 15.0, 17.0, 2.0, 27.0, 19.0, 28.0, 13.0, 21.0, 29.0, 6.0]
24165.11099725205 -4337.0 [21.0, 25.0, 17.0, 3.0, 6.0, 2.0, 15.0, 11.0, 4.0, 10.0, 1.0, 23.0, 27.0, 16.0, 7.0, 26.0, 13.0, 12.0, 29.0, 20.0, 18.0, 24.0, 9.0, 19.0, 5.0, 8.0, 22.0, 14.0, 28.0]
26195.735256570464 -4705.0 [29.0, 12.0, 27.0, 16.0, 23.0, 9.0, 6.0, 7.0, 1.0, 4.0, 22.0, 10.0, 26.0, 15.0, 13.0, 21.0, 5.0, 25.0, 24.0, 20.0, 28.0, 17.0, 3.0, 11.0, 8.0, 18.0, 19.0, 2.0, 14.0]
27264.50783212771 -4892.0 [3.0, 20.0, 14.0, 17.0, 2.0, 13.0, 10.0, 24.0, 7.0, 5.0, 4.0, 12.0, 19.0, 15.0, 1.0, 18.0, 8.0, 9.0, 23.0, 22.0, 26.0, 25.0, 28.0, 11.0, 27.0, 16.0, 6.0, 29.0, 21.0]
27880.267799929068 -5006.0 [3.0, 24.0, 4.0, 23.0, 27.0, 12.0, 18.0, 8.0, 11.0, 9.0, 21.0, 13.0, 6.0, 1.0, 10.0, 25.0, 29.0, 15.0, 17.0, 22.0, 5.0, 20.0, 7.0, 2.0, 19.0, 26.0, 14.0, 28.0, 16.0]
24807.58511654892 -4451.0 [12.0, 22.0, 20.0, 4.0, 8.0, 11.0, 23.0, 19.0, 28.0, 10.0, 29.0, 21.0, 25.0, 9.0, 6.0, 17.0, 1.0, 5.0, 7.0, 16.0, 24.0, 2.0, 3.0, 26.0, 27.0, 18.0, 14.0, 15.0, 13.0]
28966.656647092925 -5185.0 [18.0, 7.0, 20.0, 1.0, 17.0, 24.0, 19.0, 12.0, 9.0, 22.0, 6.0, 23.0, 14.0, 3.0, 27.0, 26.0, 21.0, 11.0, 2.0, 5.0, 15.0, 8.0, 13.0, 29.0, 28.0, 10.0, 25.0, 16.0, 4.0]
28331.2847662805 -5074.0 [25.0, 20.0, 29.0, 7.0, 22.0, 3.0, 24.0, 21.0, 8.0, 19.0, 28.0, 23.0, 5.0, 14.0, 12.0, 1.0, 2.0, 18.0, 10.0, 13.0, 9.0, 16.0, 15.0, 6.0, 11.0, 27.0, 17.0, 4.0, 26.0]
28759.417935132795 -5173.0 [29.0, 20.0, 26.0, 15.0, 8.0, 27.0, 25.0, 16.0, 1.0, 21.0, 11.0, 9.0, 22.0, 6.0, 19.0, 12.0, 14.0, 23.0, 17.0, 2.0, 13.0, 4.0, 18.0, 3.0, 10.0, 28.0, 7.0, 5.0, 24.0]
24862.30212834563 -4480.0 [19.0, 1.0, 12.0, 24.0, 25.0, 16.0, 27.0, 10.0, 13.0, 6.0, 14.0, 18.0, 28.0, 9.0, 20.0, 11.0, 23.0, 7.0, 21.0, 4.0, 5.0, 15.0, 26.0, 22.0, 3.0, 29.0, 17.0, 2.0, 8.0]
24627.448916094898 -4423.0 [21.0, 1.0, 14.0, 16.0, 4.0, 7.0, 23.0, 24.0, 10.0, 27.0, 2.0, 13.0, 17.0, 15.0, 12.0, 26.0, 25.0, 8.0, 9.0, 5.0, 3.0, 6.0, 22.0, 20.0, 11.0, 19.0, 29.0, 18.0, 28.0]
25698.216716192746 -4613.0 [29.0, 1.0, 26.0, 17.0, 7.0, 5.0, 25.0, 10.0, 3.0, 19.0, 15.0, 22.0, 20.0, 18.0, 4.0, 27.0, 8.0, 12.0, 21.0, 16.0, 14.0, 9.0, 11.0, 24.0, 2.0, 13.0, 6.0, 23.0, 28.0]
29995.014516625586 -5380.0 [8.0, 16.0, 22.0, 12.0, 13.0, 17.0, 26.0, 19.0, 2.0, 11.0, 23.0, 29.0, 18.0, 27.0, 21.0, 25.0, 20.0, 15.0, 3.0, 7.0, 9.0, 28.0, 24.0, 10.0, 14.0, 6.0, 4.0, 1.0, 5.0]
23346.67134504958 -4189.0 [5.0, 11.0, 18.0, 20.0, 26.0, 2.0, 25.0, 16.0, 1.0, 4.0, 12.0, 27.0, 6.0, 21.0, 15.0, 9.0, 28.0, 19.0, 10.0, 3.0, 29.0, 7.0, 14.0, 22.0, 13.0, 17.0, 24.0, 23.0, 8.0]
28596.667513536115 -5125.0 [7.0, 3.0, 8.0, 27.0, 28.0, 22.0, 19.0, 13.0, 25.0, 26.0, 14.0, 9.0, 15.0, 1.0, 5.0, 4.0, 29.0, 10.0, 24.0, 12.0, 11.0, 23.0, 21.0, 18.0, 20.0, 16.0, 2.0, 6.0, 17.0]
22055.132211779004 -3960.0 [21.0, 20.0, 29.0, 13.0, 10.0, 6.0, 9.0, 15.0, 18.0, 17.0, 26.0, 19.0, 14.0, 7.0, 23.0, 25.0, 2.0, 22.0, 24.0, 28.0, 12.0, 1.0, 3.0, 5.0, 16.0, 11.0, 8.0, 27.0, 4.0]
28162.564650009706 -5062.0 [26.0, 23.0, 2.0, 25.0, 5.0, 22.0, 3.0, 4.0, 29.0, 20.0, 15.0, 17.0, 6.0, 24.0, 14.0, 1.0, 28.0, 19.0, 13.0, 18.0, 7.0, 9.0, 8.0, 27.0, 11.0, 21.0, 12.0, 16.0, 10.0]
23236.64823633072 -4169.0 [14.0, 2.0, 4.0, 8.0, 13.0, 10.0, 6.0, 19.0, 25.0, 21.0, 15.0, 18.0, 5.0, 3.0, 17.0, 22.0, 16.0, 11.0, 24.0, 9.0, 28.0, 1.0, 12.0, 7.0, 23.0, 26.0, 27.0, 20.0, 29.0]
25231.366104537323 -4521.0 [29.0, 25.0, 9.0, 5.0, 2.0, 21.0, 27.0, 3.0, 10.0, 16.0, 8.0, 11.0, 20.0, 12.0, 7.0, 22.0, 4.0, 17.0, 28.0, 15.0, 6.0, 1.0, 13.0, 14.0, 18.0, 26.0, 24.0, 19.0, 23.0]
27851.568813741163 -4988.0 [21.0, 25.0, 20.0, 1.0, 4.0, 23.0, 2.0, 28.0, 13.0, 8.0, 15.0, 29.0, 5.0, 6.0, 27.0, 24.0, 18.0, 19.0, 11.0, 9.0, 17.0, 16.0, 22.0, 10.0, 26.0, 14.0, 3.0, 7.0, 12.0]
21894.96379789105 -3920.0 [4.0, 21.0, 9.0, 12.0, 24.0, 17.0, 7.0, 25.0, 15.0, 18.0, 1.0, 8.0, 11.0, 16.0, 13.0, 28.0, 27.0, 14.0, 3.0, 2.0, 6.0, 26.0, 10.0, 20.0, 19.0, 23.0, 22.0, 5.0, 29.0]
26292.093437964213 -4727.0 [12.0, 27.0, 10.0, 14.0, 26.0, 15.0, 2.0, 18.0, 16.0, 23.0, 8.0, 24.0, 19.0, 1.0, 4.0, 25.0, 6.0, 28.0, 11.0, 29.0, 13.0, 22.0, 21.0, 20.0, 9.0, 17.0, 3.0, 5.0, 7.0]
