23718.443709566338 -5486.0 [7.0, 9.0, 24.0, 28.0, 18.0, 26.0, 5.0, 4.0, 1.0, 29.0, 19.0, 17.0, 3.0, 27.0, 25.0, 8.0, 21.0, 14.0, 22.0, 20.0, 2.0, 13.0, 10.0, 16.0, 6.0, 12.0, 23.0, 11.0, 15.0]
23877.27163813003 -5532.0 [19.0, 18.0, 24.0, 21.0, 5.0, 28.0, 26.0, 29.0, 23.0, 22.0, 11.0, 16.0, 6.0, 27.0, 25.0, 15.0, 9.0, 3.0, 17.0, 7.0, 12.0, 2.0, 14.0, 1.0, 13.0, 20.0, 4.0, 8.0, 10.0]
20191.806103154213 -4696.0 [17.0, 8.0, 24.0, 12.0, 9.0, 23.0, 7.0, 16.0, 26.0, 3.0, 6.0, 21.0, 27.0, 28.0, 18.0, 20.0, 29.0, 2.0, 22.0, 25.0, 10.0, 13.0, 5.0, 1.0, 15.0, 11.0, 4.0, 14.0, 19.0]
29760.117871094433 -6774.0 [2.0, 17.0, 12.0, 8.0, 6.0, 3.0, 25.0, 9.0, 11.0, 24.0, 19.0, 13.0, 15.0, 29.0, 10.0, 23.0, 4.0, 1.0, 14.0, 21.0, 16.0, 20.0, 18.0, 26.0, 22.0, 28.0, 5.0, 7.0, 27.0]
25915.73778890569 -6066.0 [27.0, 25.0, 4.0, 3.0, 17.0, 20.0, 16.0, 10.0, 29.0, 18.0, 6.0, 24.0, 21.0, 2.0, 19.0, 15.0, 14.0, 23.0, 5.0, 1.0, 7.0, 9.0, 22.0, 28.0, 8.0, 11.0, 13.0, 26.0, 12.0]
27839.821212554605 -6420.0 [11.0, 5.0, 14.0, 2.0, 18.0, 13.0, 29.0, 9.0, 1.0, 24.0, 4.0, 3.0, 15.0, 27.0, 10.0, 6.0, 22.0, 26.0, 25.0, 16.0, 23.0, 20.0, 21.0, 7.0, 28.0, 12.0, 19.0, 17.0, 8.0]
28681.3120799451 -6592.0 [8.0, 14.0, 10.0, 6.0, 7.0, 28.0, 11.0, 23.0, 1.0, 12.0, 16.0, 2.0, 21.0, 22.0, 24.0, 9.0, 25.0, 26.0, 15.0, 27.0, 4.0, 3.0, 13.0, 18.0, 17.0, 20.0, 29.0, 19.0, 5.0]
23324.54544348544 -5385.0 [6.0, 4.0, 28.0, 23.0, 26.0, 20.0, 13.0, 22.0, 25.0, 10.0, 16.0, 19.0, 2.0, 21.0, 12.0, 7.0, 18.0, 29.0, 27.0, 3.0, 17.0, 11.0, 14.0, 15.0, 5.0, 9.0, 24.0, 8.0, 1.0]
20753.46395910489 -4779.0 [25.0, 24.0, 20.0, 22.0, 7.0, 11.0, 2.0, 9.0, 27.0, 16.0, 23.0, 28.0, 4.0, 21.0, 29.0, 5.0, 8.0, 6.0, 15.0, 18.0, 19.0, 14.0, 17.0, 3.0, 1.0, 13.0, 10.0, 26.0, 12.0]
24653.561531395655 -5726.0 [15.0, 3.0, 16.0, 13.0, 14.0, 9.0, 27.0, 23.0, 4.0, 1.0, 12.0, 10.0, 2.0, 19.0, 28.0, 20.0, 26.0, 5.0, 6.0, 7.0, 8.0, 18.0, 29.0, 25.0, 21.0, 24.0, 11.0, 22.0, 17.0]
20182.55366738414 -4552.0 [28.0, 1.0, 24.0, 14.0, 4.0, 11.0, 20.0, 29.0, 18.0, 6.0, 2.0, 12.0, 5.0, 9.0, 3.0, 16.0, 13.0, 25.0, 8.0, 7.0, 23.0, 15.0, 21.0, 26.0, 10.0, 27.0, 19.0, 22.0, 17.0]
28351.99767345852 -6528.0 [18.0, 28.0, 21.0, 26.0, 17.0, 24.0, 23.0, 14.0, 10.0, 9.0, 20.0, 11.0, 1.0, 27.0, 15.0, 3.0, 8.0, 22.0, 13.0, 2.0, 25.0, 4.0, 19.0, 6.0, 16.0, 5.0, 7.0, 12.0, 29.0]
26379.2038345137 -6098.0 [8.0, 15.0, 23.0, 12.0, 17.0, 20.0, 25.0, 14.0, 21.0, 1.0, 11.0, 3.0, 16.0, 2.0, 19.0, 7.0, 22.0, 27.0, 28.0, 10.0, 5.0, 26.0, 6.0, 29.0, 18.0, 9.0, 24.0, 13.0, 4.0]
23711.47150131528 -5465.0 [10.0, 23.0, 7.0, 9.0, 24.0, 20.0, 26.0, 16.0, 1.0, 25.0, 22.0, 2.0, 19.0, 28.0, 27.0, 21.0, 29.0, 3.0, 8.0, 12.0, 5.0, 4.0, 18.0, 11.0, 17.0, 6.0, 14.0, 15.0, 13.0]
27964.662027345017 -6477.0 [24.0, 14.0, 9.0, 27.0, 13.0, 25.0, 18.0, 19.0, 3.0, 22.0, 10.0, 28.0, 4.0, 17.0, 2.0, 26.0, 11.0, 7.0, 12.0, 29.0, 16.0, 5.0, 20.0, 23.0, 6.0, 15.0, 8.0, 21.0, 1.0]
24059.337654859184 -5623.0 [7.0, 16.0, 18.0, 22.0, 3.0, 17.0, 29.0, 12.0, 21.0, 11.0, 23.0, 15.0, 2.0, 4.0, 25.0, 6.0, 26.0, 9.0, 19.0, 24.0, 20.0, 14.0, 5.0, 8.0, 10.0, 27.0, 1.0, 28.0, 13.0]
26393.35887547939 -6120.0 [10.0, 11.0, 9.0, 13.0, 20.0, 1.0, 28.0, 26.0, 22.0, 19.0, 23.0, 8.0, 18.0, 29.0, 16.0, 5.0, 2.0, 25.0, 21.0, 14.0, 3.0, 15.0, 4.0, 17.0, 27.0, 12.0, 6.0, 7.0, 24.0]
22831.06739131364 -5267.0 [10.0, 23.0, 16.0, 25.0, 7.0, 19.0, 28.0, 14.0, 9.0, 12.0, 20.0, 26.0, 18.0, 17.0, 22.0, 24.0, 29.0, 6.0, 27.0, 5.0, 3.0, 11.0, 13.0, 15.0, 8.0, 21.0, 1.0, 2.0, 4.0]
25412.193725485824 -5861.0 [5.0, 13.0, 25.0, 10.0, 8.0, 1.0, 17.0, 11.0, 28.0, 23.0, 27.0, 4.0, 20.0, 21.0, 15.0, 6.0, 3.0, 14.0, 22.0, 7.0, 29.0, 18.0, 2.0, 24.0, 9.0, 16.0, 26.0, 12.0, 19.0]
27604.118483844417 -6332.0 [24.0, 14.0, 9.0, 13.0, 22.0, 1.0, 8.0, 28.0, 20.0, 2.0, 12.0, 23.0, 15.0, 17.0, 21.0, 26.0, 18.0, 29.0, 25.0, 10.0, 3.0, 4.0, 16.0, 5.0, 19.0, 6.0, 7.0, 27.0, 11.0]
30352.85757039026 -6891.0 [4.0, 3.0, 1.0, 22.0, 21.0, 28.0, 17.0, 27.0, 15.0, 12.0, 24.0, 29.0, 16.0, 23.0, 11.0, 13.0, 18.0, 5.0, 19.0, 26.0, 10.0, 6.0, 25.0, 9.0, 8.0, 14.0, 2.0, 20.0, 7.0]
27785.831287278583 -6342.0 [29.0, 5.0, 1.0, 25.0, 19.0, 3.0, 18.0, 14.0, 12.0, 7.0, 23.0, 26.0, 13.0, 15.0, 9.0, 17.0, 28.0, 11.0, 6.0, 22.0, 8.0, 21.0, 16.0, 2.0, 4.0, 10.0, 27.0, 24.0, 20.0]
23958.620633367816 -5538.0 [6.0, 15.0, 3.0, 25.0, 17.0, 18.0, 21.0, 2.0, 13.0, 11.0, 14.0, 5.0, 16.0, 12.0, 26.0, 29.0, 10.0, 23.0, 1.0, 28.0, 4.0, 7.0, 19.0, 9.0, 24.0, 20.0, 8.0, 27.0, 22.0]
24996.363379330207 -5795.0 [4.0, 5.0, 8.0, 28.0, 22.0, 10.0, 13.0, 27.0, 29.0, 19.0, 18.0, 2.0, 12.0, 7.0, 1.0, 11.0, 17.0, 25.0, 14.0, 3.0, 9.0, 21.0, 16.0, 6.0, 26.0, 24.0, 23.0, 20.0, 15.0]
27517.2276484252 -6314.0 [16.0, 25.0, 11.0, 9.0, 21.0, 22.0, 23.0, 14.0, 17.0, 2.0, 27.0, 10.0, 24.0, 6.0, 29.0, 19.0, 28.0, 5.0, 7.0, 13.0, 18.0, 26.0, 4.0, 1.0, 15.0, 12.0, 3.0, 8.0, 20.0]
22146.668689547885 -5087.0 [10.0, 6.0, 3.0, 4.0, 27.0, 5.0, 2.0, 24.0, 20.0, 15.0, 13.0, 26.0, 8.0, 1.0, 11.0, 19.0, 18.0, 21.0, 28.0, 23.0, 9.0, 12.0, 16.0, 14.0, 22.0, 17.0, 25.0, 7.0, 29.0]
21662.048454485906 -4978.0 [9.0, 7.0, 27.0, 19.0, 26.0, 12.0, 28.0, 17.0, 29.0, 6.0, 2.0, 20.0, 10.0, 25.0, 16.0, 23.0, 15.0, 18.0, 13.0, 8.0, 1.0, 3.0, 11.0, 21.0, 5.0, 24.0, 4.0, 14.0, 22.0]
26493.48905115482 -6187.0 [4.0, 3.0, 17.0, 2.0, 26.0, 11.0, 16.0, 5.0, 18.0, 9.0, 29.0, 6.0, 19.0, 25.0, 23.0, 10.0, 28.0, 13.0, 12.0, 1.0, 21.0, 15.0, 8.0, 22.0, 27.0, 20.0, 14.0, 24.0, 7.0]
25052.398238534748 -5806.0 [19.0, 21.0, 20.0, 7.0, 13.0, 25.0, 1.0, 22.0, 16.0, 6.0, 24.0, 8.0, 4.0, 23.0, 26.0, 10.0, 5.0, 28.0, 15.0, 3.0, 9.0, 12.0, 2.0, 27.0, 18.0, 29.0, 14.0, 11.0, 17.0]
23927.76591785151 -5536.0 [2.0, 21.0, 12.0, 8.0, 15.0, 14.0, 11.0, 26.0, 13.0, 16.0, 5.0, 3.0, 17.0, 19.0, 25.0, 28.0, 9.0, 1.0, 10.0, 29.0, 7.0, 27.0, 23.0, 22.0, 6.0, 18.0, 24.0, 20.0, 4.0]
29898.287398709104 -6847.0 [6.0, 14.0, 16.0, 29.0, 23.0, 22.0, 27.0, 2.0, 4.0, 3.0, 19.0, 10.0, 20.0, 13.0, 21.0, 1.0, 11.0, 9.0, 8.0, 5.0, 17.0, 26.0, 18.0, 15.0, 28.0, 25.0, 12.0, 7.0, 24.0]
24519.601458621033 -5685.0 [23.0, 16.0, 24.0, 14.0, 3.0, 28.0, 4.0, 17.0, 13.0, 11.0, 18.0, 2.0, 5.0, 20.0, 15.0, 12.0, 25.0, 21.0, 6.0, 29.0, 7.0, 1.0, 10.0, 9.0, 26.0, 8.0, 27.0, 22.0, 19.0]
29648.86484684883 -6733.0 [19.0, 3.0, 13.0, 7.0, 21.0, 17.0, 8.0, 14.0, 1.0, 22.0, 4.0, 29.0, 16.0, 20.0, 9.0, 24.0, 23.0, 2.0, 11.0, 10.0, 26.0, 25.0, 5.0, 12.0, 27.0, 28.0, 15.0, 18.0, 6.0]
20922.54608543427 -4878.0 [17.0, 20.0, 13.0, 26.0, 9.0, 28.0, 6.0, 5.0, 10.0, 24.0, 12.0, 3.0, 4.0, 29.0, 16.0, 21.0, 19.0, 15.0, 18.0, 8.0, 1.0, 27.0, 2.0, 11.0, 22.0, 7.0, 23.0, 14.0, 25.0]
22149.024085854628 -5178.0 [4.0, 22.0, 17.0, 3.0, 29.0, 7.0, 1.0, 28.0, 14.0, 18.0, 9.0, 24.0, 19.0, 2.0, 11.0, 23.0, 16.0, 12.0, 26.0, 25.0, 27.0, 8.0, 5.0, 6.0, 13.0, 20.0, 15.0, 10.0, 21.0]
23457.14279631521 -5462.0 [4.0, 23.0, 8.0, 27.0, 17.0, 28.0, 11.0, 3.0, 5.0, 26.0, 21.0, 12.0, 29.0, 14.0, 15.0, 2.0, 18.0, 1.0, 25.0, 19.0, 16.0, 6.0, 9.0, 20.0, 22.0, 13.0, 24.0, 7.0, 10.0]
26735.564011276467 -6309.0 [9.0, 27.0, 5.0, 24.0, 16.0, 7.0, 12.0, 29.0, 19.0, 3.0, 25.0, 15.0, 13.0, 17.0, 6.0, 4.0, 2.0, 10.0, 1.0, 14.0, 22.0, 8.0, 26.0, 20.0, 23.0, 11.0, 18.0, 28.0, 21.0]
28908.72195085226 -6659.0 [4.0, 25.0, 9.0, 3.0, 15.0, 6.0, 27.0, 26.0, 22.0, 10.0, 21.0, 8.0, 18.0, 12.0, 11.0, 28.0, 7.0, 16.0, 1.0, 5.0, 13.0, 29.0, 19.0, 17.0, 20.0, 24.0, 2.0, 23.0, 14.0]
21461.247756373774 -4900.0 [20.0, 6.0, 9.0, 18.0, 25.0, 11.0, 7.0, 12.0, 5.0, 24.0, 8.0, 1.0, 13.0, 4.0, 15.0, 3.0, 21.0, 17.0, 14.0, 10.0, 28.0, 26.0, 23.0, 19.0, 27.0, 16.0, 2.0, 29.0, 22.0]
22148.321517928805 -5112.0 [17.0, 15.0, 20.0, 26.0, 5.0, 10.0, 4.0, 16.0, 13.0, 22.0, 25.0, 24.0, 18.0, 7.0, 12.0, 8.0, 19.0, 27.0, 21.0, 1.0, 23.0, 9.0, 29.0, 6.0, 14.0, 11.0, 3.0, 2.0, 28.0]
23744.287456686947 -5503.0 [9.0, 3.0, 18.0, 13.0, 14.0, 11.0, 19.0, 4.0, 5.0, 23.0, 1.0, 22.0, 24.0, 28.0, 26.0, 20.0, 17.0, 25.0, 6.0, 2.0, 8.0, 15.0, 7.0, 27.0, 12.0, 21.0, 10.0, 16.0, 29.0]
25630.719463637393 -5920.0 [22.0, 7.0, 21.0, 2.0, 8.0, 23.0, 29.0, 6.0, 16.0, 15.0, 20.0, 5.0, 27.0, 28.0, 14.0, 13.0, 25.0, 1.0, 24.0, 4.0, 3.0, 9.0, 17.0, 18.0, 10.0, 26.0, 11.0, 12.0, 19.0]
24612.54778037311 -5709.0 [14.0, 10.0, 28.0, 27.0, 6.0, 7.0, 22.0, 9.0, 3.0, 4.0, 13.0, 2.0, 26.0, 18.0, 19.0, 1.0, 5.0, 21.0, 12.0, 17.0, 29.0, 25.0, 20.0, 15.0, 16.0, 24.0, 11.0, 8.0, 23.0]
23262.186379708986 -5364.0 [6.0, 14.0, 17.0, 22.0, 28.0, 9.0, 15.0, 13.0, 8.0, 10.0, 4.0, 3.0, 26.0, 24.0, 19.0, 18.0, 29.0, 12.0, 23.0, 2.0, 1.0, 27.0, 11.0, 7.0, 21.0, 5.0, 16.0, 20.0, 25.0]
25698.027845330485 -5945.0 [4.0, 19.0, 25.0, 24.0, 8.0, 18.0, 6.0, 14.0, 13.0, 23.0, 21.0, 9.0, 2.0, 17.0, 26.0, 27.0, 22.0, 20.0, 16.0, 7.0, 29.0, 12.0, 5.0, 28.0, 10.0, 3.0, 15.0, 11.0, 1.0]
25592.32842317571 -5896.0 [7.0, 24.0, 26.0, 11.0, 20.0, 10.0, 29.0, 4.0, 16.0, 28.0, 2.0, 14.0, 6.0, 25.0, 18.0, 23.0, 8.0, 5.0, 27.0, 12.0, 3.0, 9.0, 1.0, 17.0, 21.0, 22.0, 19.0, 15.0, 13.0]
26463.30731007288 -6182.0 [28.0, 11.0, 2.0, 13.0, 18.0, 8.0, 10.0, 26.0, 17.0, 14.0, 16.0, 9.0, 25.0, 23.0, 6.0, 29.0, 5.0, 20.0, 27.0, 1.0, 7.0, 22.0, 24.0, 15.0, 3.0, 12.0, 19.0, 4.0, 21.0]
25847.053898720267 -6025.0 [15.0, 7.0, 28.0, 4.0, 6.0, 8.0, 16.0, 2.0, 26.0, 17.0, 23.0, 18.0, 22.0, 3.0, 11.0, 14.0, 10.0, 19.0, 29.0, 27.0, 12.0, 5.0, 24.0, 9.0, 20.0, 1.0, 13.0, 25.0, 21.0]
22867.143618294424 -5311.0 [1.0, 28.0, 19.0, 26.0, 29.0, 7.0, 27.0, 9.0, 15.0, 5.0, 8.0, 13.0, 23.0, 18.0, 10.0, 21.0, 2.0, 6.0, 12.0, 24.0, 20.0, 16.0, 25.0, 14.0, 4.0, 17.0, 3.0, 11.0, 22.0]
23078.321806563144 -5340.0 [11.0, 14.0, 17.0, 5.0, 21.0, 27.0, 2.0, 4.0, 16.0, 28.0, 1.0, 23.0, 18.0, 12.0, 8.0, 6.0, 25.0, 13.0, 20.0, 24.0, 10.0, 29.0, 9.0, 26.0, 7.0, 15.0, 3.0, 22.0, 19.0]
23961.769160780746 -5567.0 [23.0, 24.0, 28.0, 15.0, 13.0, 11.0, 17.0, 4.0, 3.0, 2.0, 22.0, 1.0, 5.0, 6.0, 14.0, 20.0, 7.0, 12.0, 27.0, 10.0, 8.0, 26.0, 21.0, 9.0, 19.0, 25.0, 16.0, 18.0, 29.0]
